,epoch,train_loss,val_loss,classification_train,bbox_regression_train,classification_val,bbox_regression_val
0,1,0.20380449969164818,0.14527716451089515,0.09984429212173918,0.10396020733272639,0.09766682982444763,0.09766682982444763
1,2,0.12549124381757368,0.11977230470244572,0.04788719186892246,0.07760405190567547,0.09139877930283546,0.09139877930283546
2,3,0.10758753570893378,0.11426041650403047,0.038862937102290135,0.06872459865505938,0.08269297331571579,0.08269297331571579
3,4,0.0967252832798235,0.11393069511575397,0.033573136953517324,0.0631521463733619,0.08260321989655495,0.08260321989655495
4,5,0.09077673943965722,0.11338991048597843,0.03054172368328496,0.06023501582817984,0.08446062356233597,0.08446062356233597
5,6,0.08648934799124634,0.11474836524575949,0.02870849223843358,0.05778085570303706,0.09312964603304863,0.09312964603304863
6,7,0.08020537277840287,0.11017727277407022,0.025638329140568874,0.054567043721745506,0.09293628111481667,0.09293628111481667
7,8,0.07350888606334958,0.12362863596911743,0.02236030453684953,0.05114858159490765,0.09515195339918137,0.09515195339918137
8,9,0.0695824585876767,0.11969848410618082,0.02062602191331152,0.04895643672087691,0.08307056128978729,0.08307056128978729
9,10,0.0660356137309676,0.11390210293825263,0.01873153527834394,0.0473040784643876,0.08096791431307793,0.08096791431307793
10,11,0.06172353255336182,0.11273680938947424,0.016671552630639134,0.045051979891102864,0.08075830340385437,0.08075830340385437
11,12,0.06085394692572408,0.11292200332733794,0.016319122736502188,0.04453482409987042,0.09748098626732826,0.09748098626732826
