,epoch,train_loss,val_loss,classification_train,bbox_regression_train,classification_val,bbox_regression_val
0,1,0.761123542544208,0.49271183212598163,0.45135191177265555,0.3097716296398187,0.2021838277578354,0.2021838277578354
1,2,0.42973066338255433,0.44371092071135837,0.21440260763032526,0.21532805528067336,0.19193078204989433,0.19193078204989433
2,3,0.3209258864952039,0.3905636767546336,0.143710657624127,0.1772152275035653,0.11415288597345352,0.11415288597345352
3,4,0.2793845888934558,0.3357765053709348,0.12212837680797034,0.15725621260419675,0.1406366042792797,0.1406366042792797
4,5,0.22213178458093089,0.3807651574412982,0.08769761686083637,0.1344341668712942,0.13900851644575596,0.13900851644575596
5,6,0.20849800713454622,0.37626959135135013,0.0783536788547718,0.13014432778464088,0.26630859076976776,0.26630859076976776
6,7,0.1885577991038938,0.3462068438529968,0.0696959576298353,0.11886184143869183,0.28407588601112366,0.28407588601112366
7,8,0.24567719039660466,0.38973452026645344,0.11335107596897626,0.13232611430973945,0.23220069706439972,0.23220069706439972
8,9,0.15282197098566008,0.35844474906722706,0.040235388010174414,0.11258658318768573,0.2857488691806793,0.2857488691806793
9,10,0.14748705291672598,0.5016168455282847,0.035384750535971,0.11210230190919925,0.6286534816026688,0.6286534816026688
10,11,0.14889097487247444,0.3342418968677521,0.03642602802454671,0.11246494647068313,0.2301068678498268,0.2301068678498268
11,12,0.11636449745561503,0.3172929969926675,0.019776587459977856,0.09658791002216219,0.15663395449519157,0.15663395449519157
12,13,0.13497041585513309,0.4196557079752286,0.03467426818347524,0.10029614749777166,0.31273290514945984,0.31273290514945984
13,14,0.16833886192946496,0.3815148410697778,0.06370957970289112,0.10462928176680698,0.20841972529888153,0.20841972529888153
14,15,0.11041056789174865,0.34867605442802113,0.022564529258569208,0.0878460387923295,0.2196875959634781,0.2196875959634781
15,16,0.0953094032652016,0.37812482938170433,0.009375110247225465,0.08593429332669777,0.2116536982357502,0.2116536982357502
16,17,0.09034966998085191,0.40034278358022374,0.006126332311902808,0.08422333780157415,0.17869888991117477,0.17869888991117477
17,18,0.08718172465510006,0.35218649730086327,0.005309816110949916,0.08187190844099733,0.16059665009379387,0.16059665009379387
18,19,0.08981471070194547,0.3599526509642601,0.002661112879765444,0.08715359781739078,0.13364060409367085,0.13364060409367085
19,20,0.08948943603642379,0.3420581941803296,0.002131431850920066,0.08735800407166723,0.1220964603126049,0.1220964603126049
