,epoch,train_loss,val_loss,classification_train,bbox_regression_train,classification_val,bbox_regression_val
0,1,0.3082457838632236,0.26778622976478156,0.22379548624419024,0.08445029736498684,0.20199884846806526,0.20199884846806526
1,2,0.26183802413288504,0.23998421032817285,0.19471659411123526,0.0671214298437628,0.17780303955078125,0.17780303955078125
2,3,0.23023530817291454,0.25851791939550195,0.17269073947790844,0.057544568429535654,0.17882534489035606,0.17882534489035606
3,4,0.20164963956508855,0.21746825072566203,0.15131459709269943,0.05033504213456708,0.1494394987821579,0.1494394987821579
4,5,0.1988723584666748,0.236294666879645,0.14897983183428237,0.049892526629944464,0.1812446266412735,0.1812446266412735
5,6,0.16959871946552238,0.221315805134407,0.12628379740527065,0.04331492193812443,0.1538495495915413,0.1538495495915413
6,7,0.14074412572728556,0.21658287417670172,0.1012812556413864,0.03946286991154819,0.13935011625289917,0.13935011625289917
7,8,0.13575596112861824,0.21909373702490093,0.09694514072064428,0.03881082028013471,0.16011319309473038,0.16011319309473038
8,9,0.12469286258997739,0.23037030240879872,0.08748284229183478,0.037210020182271285,0.20601079612970352,0.20601079612970352
9,10,0.1231725542622082,0.24455203617341972,0.08654266601137624,0.03662988810667281,0.2057778313755989,0.2057778313755989
10,11,0.10372909795311737,0.263033635010203,0.07015680304386275,0.033572294959574325,0.2342289760708809,0.2342289760708809
11,12,0.10988255226790142,0.23955155782010973,0.07583447700839926,0.03404807523774227,0.16828766837716103,0.16828766837716103
