,epoch,train_loss,val_loss,classification_train,bbox_regression_train,classification_val,bbox_regression_val
0,1,0.767504496287696,0.4727245320876439,0.4436569557159762,0.32384753736514077,0.2983610928058624,0.2983610928058624
1,2,0.42385002084170714,0.36058736468354863,0.20903912695902813,0.21481089661770228,0.18150275945663452,0.18150275945663452
2,3,0.33100690852992143,0.3935705137749513,0.1571623823499378,0.17384452561411676,0.19949281960725784,0.19949281960725784
3,4,0.2927878678222246,0.2947050966322422,0.13814242528397827,0.15464544211384618,0.10635779798030853,0.10635779798030853
4,5,0.22470526585850534,0.3825954260925452,0.08464057540780381,0.1400646914409686,0.17911338806152344,0.17911338806152344
5,6,0.22467500046838687,0.32493847732742626,0.08799466669936723,0.1366803312226187,0.33568863570690155,0.33568863570690155
6,7,0.18554408244694334,0.2915850728750229,0.06137628655267667,0.12416779674306701,0.09942350164055824,0.09942350164055824
7,8,0.16319842759189726,0.3454280346632004,0.04083918043872035,0.12235924667572673,0.19797185435891151,0.19797185435891151
8,9,0.16290723136331461,0.3215784467756748,0.03968950303247835,0.12321772860198081,0.13091163337230682,0.13091163337230682
9,10,0.14218568943346602,0.3980041965842247,0.035453122262430345,0.10673256689989113,0.28007954359054565,0.28007954359054565
10,11,0.18871136528404453,0.4550248434146245,0.07244086698216351,0.11627049904458131,0.2672884315252304,0.2672884315252304
11,12,0.19528645616543444,0.31217212975025177,0.07725921651654982,0.11802723890618433,0.085790129378438,0.085790129378438
12,13,0.10492812837415104,0.3479982043306033,0.0169977566545617,0.08793037125392805,0.11313726287335157,0.11313726287335157
13,14,0.10183879087054276,0.3762962532540162,0.011604604028353963,0.09023418734911122,0.2686875909566879,0.2686875909566879
14,15,0.11892782368614704,0.37382321059703827,0.012975416940495466,0.10595240660860569,0.170601150020957,0.170601150020957
