,epoch,train_loss,val_loss,classification_train,bbox_regression_train,classification_val,bbox_regression_val
0,1,0.7573457782781576,0.5949542944629987,0.4491005786989309,0.3082452005223383,0.41541045904159546,0.41541045904159546
1,2,0.47282525482057014,0.4342275025943915,0.24373000256622893,0.22909525234865236,0.25829991698265076,0.25829991698265076
2,3,0.3285412305518042,0.36007027700543404,0.15090633306322218,0.17763489701702626,0.1717626340687275,0.1717626340687275
3,4,0.26334510470115685,0.4129391014575958,0.11371751139058342,0.1496275932162623,0.17452016472816467,0.17452016472816467
4,5,0.2154058346265479,0.33981963619589806,0.08484319852122778,0.13056263497358636,0.2641057148575783,0.2641057148575783
5,6,0.19091905068747606,0.3512477253874143,0.07091732728707639,0.12000172368333309,0.3187500983476639,0.3187500983476639
6,7,0.193560788054255,0.3064701134959857,0.07331622447346962,0.12024456366330763,0.10067335143685341,0.10067335143685341
7,8,0.15661553406639944,0.4255239889025688,0.041876058129570154,0.11473947650269617,0.5063792765140533,0.5063792765140533
8,9,0.15963495626479765,0.4476792725423972,0.03924477981592092,0.12039017705600473,0.18993853777647018,0.18993853777647018
9,10,0.15392198328730428,0.3339763494829337,0.03686468625924538,0.11705729723731174,0.1020589005202055,0.1020589005202055
10,11,0.1252218325492702,0.3978956341743469,0.01997596716885514,0.1052458648440204,0.3126703202724457,0.3126703202724457
11,12,0.13324888361782966,0.3530244827270508,0.02417445340182019,0.10907443037515954,0.09758670814335346,0.09758670814335346
12,13,0.11136111249274845,0.3590188001592954,0.01306722861791289,0.09829388351380071,0.11889638006687164,0.11889638006687164
13,14,0.11703287612033796,0.3614993567268054,0.018264724660806263,0.09876815097618706,0.0809676987119019,0.0809676987119019
14,15,0.17652787768010852,0.3760305779675643,0.06444861861004765,0.11207926009274737,0.20359136909246445,0.20359136909246445
